title,content,url,cnt,source,keyword,image,createdAt
The Linux desktop: With great success comes great failure," Stop me if you’ve heard this one before: &lt;yyyy&gt; will be the year of the Linux desktop. Even in Linux circles this is greeted with eye-rolling. Here’s the funny thing, though: Linux long ago won the hearts and minds of end users, even while the Linux desktop continues to spin its wheels.How can that be?The paradox is easily explained. But as for Linux’s failure to capture desktop hearts and minds, that’s a complicated story. I’ll lay it out for you.First, the paradox: According to the latest Annenberg Surveying the Digital Future report, the average American now spends 24 hours a week online. Meanwhile, Kleiner Perkins partner Mary Meeker’s 2018 Internet Trends Report shows the average adult in 2017 spending 5.9 hours a day watching or listening to digital media.To read this article in full, please click here",https://www.computerworld.com/article/3320859/linux/the-linux-desktop-with-great-success-comes-great-failure.html#tk.rss_all,0,computerworld,python,NULL,2018-11-13
FAQ: Windows 10 LTSB explained," Windows 10 powered to its third anniversary this year, but one branch, identified by the initials L-T-S-B, remained an enigma to most corporate users.LTSB, which stands for ""Long-term Servicing Branch,"" was among the pillars of Windows 10 in the months leading up to, and for months after, the mid-2015 roll-out of the operating system. For a time, it seemed that it had a shot at becoming the Windows 10 for enterprise because it was seen as a calm port in a storm of radical change.[ Related: Fix Windows 10 problems with these free Microsoft tools ] That hasn't happened, in part because Microsoft has steered customers away from LTSB.To read this article in full, please click here",https://www.computerworld.com/article/3250464/microsoft-windows/faq-windows-10-ltsb-explained.html#tk.rss_all,0,computerworld,,NULL,2018-11-13
"Blockchain 2019: How crypto will convert cash, property into digital assets"," In 2019, the most innovative work involving distributed ledger technology (DLT) – blockchain – will focus on the tokenization of assets, or the ability to represent digital or physical assets and fiat currencies as tokens that can be sold or traded on a network.DLT has the ability to take anything, from a piece of artwork to gems and real estate, and represent them as cryptographically hashed assets on a peer-to-peer, open electronic network that has no central authority, such as a bank, governing their trade or sale.[ Related: The top 5 problems with blockchain ] Representing digital or physical assets as tokens on a DLT-based network enables participants to reinvent processes and develop new business models – uncharted territory from both a business and technology perspective, according to a new report from Forrester Research.To read this article in full, please click here",https://www.computerworld.com/article/3319744/blockchain/blockchain-2019-how-crypto-will-convert-cash-property-into-digital-assets.html#tk.rss_all,0,computerworld,,NULL,2018-11-13
Doing the math," Pilot fish is interviewing for an IT job when he learns that many of the company's top technical staffers are actually consultants.""These were primary technical staff, the subject matter experts,"" says fish. ""Most companies prefer to staff those types of positions with permanent employees due to their importance to the organization with the knowledge they have, so I asked about that.""I was told that those consultants had been employees there at one time, and chose to switch over to hourly employees.""This seemed strange to me, being fairly early in my career and not having a deep breadth of knowledge of how organizations work. They seemed to have decent benefits -- why would anyone want to give them up?To read this article in full, please click here",https://www.computerworld.com/article/3320856/it-careers/doing-the-math.html#tk.rss_all,0,computerworld,,NULL,2018-11-13
Windows 10 rollout snafu: Day 37," Thirty-seven days after Microsoft withdrew the Windows 10 October 2018 Update from all distribution, the Redmond, Wash. company has yet to restart delivery.The delay has no precedent in Windows 10 and has gone on significantly longer than instances in prior editions when updates, most of them security fixes, had to be pulled and then later re-released.[ Related: Windows 10 October 2018 Update: Key enterprise features ] Microsoft debuted the fall feature upgrade, also known as 1809 in the firm's yymm format, on Oct. 2. Four days later - Oct. 6 - it retracted the release by yanking it from the Windows Update service and manual download sites, and warning users who had grabbed it to toss the disk image in the trash. The reason: Some users - Microsoft said 1/100th of 1% - reported that the upgrade deleted all files in several folders, including the important Documents and Photos directories.To read this article in full, please click here",https://www.computerworld.com/article/3319739/microsoft-windows/windows-10-rollout-snafu-day-37.html#tk.rss_all,0,computerworld,"xml,frontend,java,backend,typescript,angular",NULL,2018-11-12
IDG Contributor Network: HP design innovation on PCs and printers will spread to homes and offices," [Disclosure: HP is a client of the author.]My first portable PC (you’d never call it a laptop), was made by Panasonic. It cost something like $7K in today’s dollars (allowing for inflation), weighed 35 pounds and included a thermal printer. I also work from home so unlike my office-oriented peers, part of what I think about when I equip or update my home office is the printer — even though it’s no longer integrated with my laptop (thankfully). For much of my career, laptop design has largely been driven by one of two factors. Corporate buyers who had no taste (and resulted in a long period of time when hardware design could best be described as butt-ugly), or Apple, who tended to put form over function resulting in pretty but often unreliable or fragile products. (My first Apple laptop fell off a chair onto carpet and broke both hinges on its screen, something I’d never seen happen before or since.) To read this article in full, please click here",https://www.computerworld.com/article/3320477/hp/hp-design-innovation-on-pcs-and-printers-will-spread-to-homes-and-offices.html#tk.rss_all,0,computerworld,,NULL,2018-11-12
"HTC Vive unveils standalone VR headset, collaboration app for the enterprise"," HTC Vive has launched a handful of enterprise-focused products, with a new standalone “mobile” VR headset, developer tools and a collaboration app that promises to connect remote employees.The Taiwanese company last week announced that the Vive Focus head-mounted display will now ship in the U.S., following a launch in China earlier this year.[ Related: 7 Trello alternatives for visual task management ] The Vive Focus is a standalone headset that functions without a PC connection, unlike the company's tethered Vive Pro device. It features similar specs to the “professional-grade” Vive Pro, with 2880-x-1600-pixel resolution. Unlike other mobile VR headsets, the Vive Focus does not require a smartphone be inserted; it relies on embedded hardware – powered by Qualcomm's Snapdragon 835 chip – supports a 110-degree field of view and lasts up to three hours on a single charge.To read this article in full, please click here",https://www.computerworld.com/article/3319749/collaboration/htc-vive-touts-standalone-vr-headset-collaboration-app-for-the-enterprise.html#tk.rss_all,0,computerworld,"xml,frontend,java,backend,typescript,angular",NULL,2018-11-12
Time to block Windows Automatic Update — with a new twist for Win10 Pro," Rumors swirling all over the blogosphere have Microsoft re-releasing the ill-fated Win10 version 1809 on Patch Tuesday this month. Personally, given the dearth of worthwhile features in 1809 and the painful first release last month, I’d rather that they just wait a week or a month or six, until it’s fully baked, but that probably won’t happen.Better still, I wish they’d wait a year or two, roll in some new features worthy of a full reinstall, and then unleash something new and worthwhile. If wishes were horses ...To read this article in full, please click here",https://www.computerworld.com/article/3320476/microsoft-windows/time-to-block-windows-automatic-update-with-a-new-twist-for-win10-pro.html#tk.rss_all,0,computerworld,,NULL,2018-11-12
"IDG Contributor Network: At CES 2019, 5G wireless plays an increasing role"," CES 2019 is coming to Las Vegas in early January and every year around this time, my email goes nuts. As a high-profile wireless analyst, I typically get more email every day than I have time to read, from a wide variety of competitors who want me to learn about them, write about them and talk about them. This time of year, it doubles. So, what’s coming in 2019?As I have to explain to each company who wants to get on my radar, it’s not that easy. Over the last thirty years I have built a strong reputation as an independent wireless industry analyst, so I must take my time and learn about them before I consider talking or writing about them.Wireless plays an increasingly larger role at the Consumer Electronics Show I’ve been attending the Consumer Electronics show for the last several decades and have watched it change dramatically and grow over time. When I attend, I meet with countless company executives either at their booth or in their hotel rooms where they give me a demonstration and briefing.To read this article in full, please click here",https://www.computerworld.com/article/3320457/mobile-wireless/at-ces-2019-5g-wireless-plays-an-increasing-role.html#tk.rss_all,0,computerworld,,NULL,2018-11-12
Microsoft's strategy: Force enterprises to buy every traditional Office upgrade,"Microsoft has figured out how to stymie enterprises that cut costs by licensing Office the old-fashioned way, a pair of researchers said.To read this article in full, please click here(Insider Story)",https://www.computerworld.com/article/3319702/office-software/microsofts-strategy-force-enterprises-to-buy-every-traditional-office-upgrade.html#tk.rss_all,0,computerworld,,NULL,2018-11-12
Maybe he started out in APL and just never got over it?," This pilot fish starts his mainframe programming career at a state agency, but soon moves on to a job at a company in the record industry -- which turns out to be much more, um, challenging.""The environment is totally different,"" fish says. ""I'm responsible for supporting several high-profile production and revenue applications.""All is well until there's a coding update request, and my manager wants to review the code before it's even tested, much less implemented.""I have the compiled output ready to review with my manager, but he takes it away to review alone so he's not interrupted.""Other members of my group are laughing when I return to my desk, but they don't explain why.To read this article in full, please click here",https://www.computerworld.com/article/3319745/application-development/maybe-he-started-out-in-apl-and-just-never-got-over-it.html#tk.rss_all,0,computerworld,,NULL,2018-11-12
"Tech event calendar 2018-19: Upcoming shows, conferences and IT expos"," Tech Events Event Description Starts Ends Location Splash 2018 ACM SIGPLAN conference on Systems, Programming, Languages and Applications: Software for Humanity embraces all aspects of software construction and delivery. At the intersection of programming, languages, and software engineering. 2018-11-04 2018-11-09 Boston, MA EARL Houston Enterprise Applications of the R Language conference 2018-11-09 2018-11-09 Houston, TX EARL Boston Enterprise Applications of the R Language conference 2018-11-13 2018-11-13 Cambridge, MA IT Roadmap This one-day event focused on powering the agile enterprise looks at the latest approaches to make IT more responsive, nimble, and robust. 2018-11-15 2018-11-15 Fort Worth, TX AWS re:Invent AWS Re:invent is Amazon's opportunity to update IT and business leaders on the latest features of its cloud service.The event features keynote announcements, training and certification opportunities, access to more than 2,000 technical sessions, a partner expo, and more. 2018-11-26 2018-11-30 Las Vegas, NV Blockchain Expo The ""World's largest Blockchain Conference and Exhibition"" focuses on the future of enterprise IT, with two days of information and insights about embracing and developing cutting-edge blockchain technologies. 2018-11-28 2018-11-29 Santa Clara, CA IT Roadmap This one-day event focused on powering the agile enterprise looks at the latest approaches to make IT more responsive, nimble, and robust. 2018-12-06 2018-12-06 Washington, D.C. RStudio Conference 2019 Hadley Wickham hosts this conference on all things R and RStudio aimed at helping attendees become better at data science with R. 2019-01-15 2019-01-18 Austin, TX MWC Barcelona The original Mobile World Congress, now renamed MWC Barcelona, addresses a wide range of mobile topics, from AI to Digital Wellness, Digital Trust and connectivity in general. 2019-02-25 2019-02-28 Barcelona, Spain RSA Conference USA Expert-led sessions, keynotes and seminars covering the latest cybersecurity developments. 2019-03-04 2019-03-08 San Francisco, CA SXSW Covering everything from entertainment to entrepreneurship, this sprawling conference has tracks dedicated to Tech Industry &amp; Enterprise, Coding &amp; Development, Blockchain &amp; Cryptocurrency, Health &amp; Medtech, and VR/AR/MR. 2019-03-08 2019-03-17 Austin, TX Enterprise Connect Aimed at companies looking to upgrade or replace legacy systems or deploy and integrate next-gen communications and collaboration systems, services, apps and networks. 2019-03-18 2019-03-21 Orlando, FL AGENDA19 Each year the focus of IDG's business leadership conference aligns with the most pressing business and technology issues of the day. 2019-03-18 2019-03-20 Ponte Vedra Beach, FL Atlassian Summit Atlassian's annual user conference and biggest global event of the year. Aimed at helping companies transform how their teams work, and tout the company's latest innovations. 2019-04-09 2019-04-11 Las Vegas, NV Google Cloud Next Google Cloud Next is where the company announces all the latest updates to the Google Cloud Platform. The conference also offers educational, networking and hands-on opportunities for its more than 10,000 attendees. 2019-04-09 2019-04-11 San Francisco, CA Slack Frontiers 2019 (SF) At Frontiers, Slack shares best practices to help leaders and their teams create the right conditions for collaboration. You'll explore how new ways of working through Slack can accelerate performance, bring bigger gains, and keep your organization competitive as you boldly chart the new frontiers of work. 2019-04-23 2019-04-25 San Francisco, CA Computex Taipei Based in Asia, this massive technology trade show and expo focuses on information and communications technology, supply chain and IoT ecosystems. 2019-05-28 2019-06-01 Taipei, Taiwan Microsoft Inspire Microsoft's partner-centric tech conference. 2019-07-14 2019-07-18 Las Vegas, NV Black Hat USA Four days of hands-on security training followed by the two-day main conference covering the information security research, development and trends. 2019-08-03 2019-08-08 Las Vegas, NV MWC Americas MWC Americas focuses on how mobile is changing the world, with a look at areas such as innovation, policy, networks, media and entertainment and the coming ""Fourth Industrial Revolution."" 2019-10-22 2019-10-24 Los Angeles, CA Dreamforce Annual conference for Salesforce customers, featuring keynotes, training, certification opportunities, hands-on demos, and more. 2019-11-19 2019-11-22 San Francisco, CA WWDC Apple's Worldwide Developers conference, where the company usually showcases updates to iOS and macOS. NA NA San Jose, CA Google I/O Google's annual developer conference offers in-depth sessions on the company's latest developer tools and provides a sneak peek at upcoming products. NA NA Mountain View, CA Microsoft Build Microsoft typically uses its annual developers' conference as a showcase for new products and technologies related to Windows and Azure. The event offers attendees hands-on workshops, demos, an expo hall, networking opportunities and more. NA NA Seattle, WA To read this article in full, please click here",https://www.computerworld.com/article/3313417/it-industry/tech-event-calendar-2018-19-upcoming-shows-conferences-and-it-expos.html#tk.rss_all,0,computerworld,"xml,frontend,css,java,python,backend,php,typescript,react,javascript,angular",NULL,2018-11-09
"Great R packages for data import, wrangling and visualization"," One of the great things about R is the thousands of packages users have written to solve specific problems in various disciplines -- analyzing everything from weather or financial data to the human genome -- not to mention analyzing computer security-breach data.[ Need to learn R or brush up on basics? Download our free Beginner's Guide to R or the Advanced Beginner's Guide to R ] Some tasks are common to almost all users, though, regardless of subject area: data import, data wrangling and data visualization. The table below show my favorite go-to packages for one of these three tasks (plus a few miscellaneous ones tossed in). The package names in the table are clickable if you want more information. To find out more about a package once you've installed it, type help(package = ""packagename"") in your R console (of course substituting the actual package name ).To read this article in full, please click here",https://www.computerworld.com/article/2921176/business-intelligence/great-r-packages-for-data-import-wrangling-visualization.html#tk.rss_all,0,computerworld,"python,react,frontend",NULL,2018-11-09
How to use your iPad Pro to replace your laptop (Part 4)," I’m trying to show how Apple’s iPad Pro sets new boundaries for mobile computing and offers a real alternative to a laptop for many of us.Today we’re taking a look at the Files app and how to use it effectively with an iPad.[ Related: Apple's place is in the enterprise ] Episode guide: Part One: iPad Equipment Part Two: Keyboard, Typing, Shortcuts, and Dictation tips Part Three: How to multitask on iPad Pro Part Four (this episode): How to use Apple’s Files app and tags What is Files? Files is a cloud-based data storage system that is compatible with Macs, iPhones, and iPads and works to make sure all your information is accessible to you when you are logged in with your Apple ID.To read this article in full, please click here",https://www.computerworld.com/article/3320020/mobile-wireless/how-to-use-your-ipad-pro-to-replace-your-laptop-part-4.html#tk.rss_all,0,computerworld,,NULL,2018-11-09
IDG Contributor Network: The lock-in problem hiding behind Apple’s unit sales declines," I hate lock-in. Lock-in is when you wrap a product up with so much proprietary stuff that the customer can’t move to a competing offering. The advantage to the company is that they dramatically reduce customer churn—thus reducing the need for marketing—and can focus sales efforts more on acquiring new customers, rather than keeping existing customers happy.That last part is also the problem, because once lock-in is achieved, companies tend to defund efforts to keep customers happy…and increasingly focus on raising prices as a way to raise revenues. Companies that embrace this strategy effectively morph from being customer-focused to being more like organized crime and a protection racket. You don’t buy because you want to, you buy because you don’t have a choice.To read this article in full, please click here",https://www.computerworld.com/article/3319669/apple/the-lock-in-problem-hiding-behind-apples-unit-sales-declines.html#tk.rss_all,0,computerworld,"angular,typescript,webpack,css,frontend",NULL,2018-11-09
Amazon’s Alexa virtual assistant now available on Windows 10 PCs as a standalone app," Alexa debuted on select Windows 10 laptops earlier this year – built into a range of newly launched HP, Asus, Acer and Lenovo notebooks – and is now available for download on all compatible devices.There are no PC-specific controls for Alexa at this point, but Amazon said it plans to add “PC-specific capabilities” early in 2019. Moving beyond managing entertainment and smart home apps, Alexa’s presence on Windows 10 is aimed at work productivity and serves to highlight the AI assistant’s rise in office environments – much as the iPhone in 2007 moved quickly from individual users to become a mainstay of the workforce.There are now more that 25,000 Alexa skills available, including a growing list targeted specifically at business users.To read this article in full, please click here",https://www.computerworld.com/article/3246636/collaboration/amazons-alexa-virtual-assistant-now-available-on-windows-10-pcs-as-a-standalone-app.html#tk.rss_all,0,computerworld,,NULL,2018-11-09
Not the timesheet issue we were expecting," Pilot fish is the new hire at this IT consulting outfit -- in fact, he's fresh out of college when he's sent to work on his first project.""I followed the lead of the senior consultant on the project, Barney,"" says fish. ""He told me how many hours we worked each day, how to fill out timesheets, how long a lunch we could take -- longer when he felt like it -- and so on.""After about two months, fish gets a phone call from the consulting firm's office administrator, Wilma, who berates him for not filling out his timesheets correctly.She informs fish that the workday is seven hours, not eight, and that he shouldn't be putting eight hours down on his timesheet, and that she's not happy about all the extra work he's causing her.To read this article in full, please click here",https://www.computerworld.com/article/3319666/it-careers/not-the-timesheet-issue-we-were-expecting.html#tk.rss_all,0,computerworld,,NULL,2018-11-09
Microsoft cheat sheets: Dive into Windows and Office apps," Need to get up to speed on the latest features in Excel 2016? Wrestling with an old version of Word? Looking to get more out of Windows 10? Computerworld’s cheat sheets are easy-to-use guides to help you navigate Microsoft's core productivity apps.Here's a one-stop resource where you can find in-depth stories on several generations of Word, Excel, PowerPoint, and Outlook for Windows, focusing on what's new in each major release. We've also got guides for SharePoint, OneNote, Microsoft Teams and Windows itself.Microsoft's subscription-based office suite, Office 365, is continually updated with new features, and the company has just released Office 2019, its latest non-subscription office suite. We'll be publishing new cheat sheets to cover those products, but we're willing to bet that many companies and individuals will stay on older versions of the standalone software for some time to come. We've got you covered here.To read this article in full, please click here",https://www.computerworld.com/article/3199247/microsoft-office/ultimate-guide-to-older-office-apps-microsoft-cheat-sheets.html#tk.rss_all,0,computerworld,,NULL,2018-11-08
9 handy hidden features for Google Maps on Android," Who doesn't love Google Maps? The native Android app helps those of us with oatmeal for brains find our way anywhere, without having to fire any neurons or exercise any synapses. It even helps us find places to pick up tasty cuisine — like, uh, oatmeal (yum!).But there's much more to Google Maps than meets the eye — and odds are, you aren't taking advantage of at least a few handy hidden features lurking in the Android app. With word that Google is now apparently testing Waze-like crash and speed test reporting within Maps, I thought it'd be a fine time to think through some of the app's existing advanced options.To read this article in full, please click here",https://www.computerworld.com/article/3319439/android/google-maps-android-features.html#tk.rss_all,0,computerworld,,NULL,2018-11-08
How to use your iPad Pro to replace your laptop (Part 3)," We’ve looked at some of the equipment we should carry and learned everything we need to type effectively on an iPad Pro. Now we’re going to take a look at the built-in multi-tasking features in the Apple tablet.Welcome to the third episode in the multi-part guide to help you use an iPad Pro instead of a notebook.[ Read also: Adobe has killed the ‘iPad is not productive’ story ] Episode guide: Part One: iPad Equipment Part Two: Keyboard, Typing, Shortcuts, and Dictation tips Part Three: How to multitask on iPad Pro Part Four: How to use Apple’s Files app and tags Apple has been working hard to develop multitasking on iPad Pro. Features such as Slide Out and Split View help you work within multiple apps, while the Most Recent apps included to the right of the Dock helps to make sure the software you need to use is easily available to you.To read this article in full, please click here",https://www.computerworld.com/article/3320076/mobile-wireless/how-to-use-your-ipad-pro-to-replace-your-laptop-part-3.html#tk.rss_all,0,computerworld,,NULL,2018-11-08
