title,content,url,cnt,source,keyword,image,createdAt,priority
쿠버네티스를 이용해 테스팅 환경 구현해보기,실제로 서비스에 도입해보기 전에 쿠버네티스를 유용하게 사용해 볼 수 있는 방법 중에 하나가 아닐까.이 글은 앞으로 우리가 관리하는 서비스(배민찬)의 아키텍처가 컨테이너 기반의 마이크로 서비스를 지향할 것으로 결정한 후 이를 위해 우선 아키텍처를 테스팅 환경으로 구현하여 실제로 서비스에 도입하기 전에 충분한 기간을 가지고 사용경험을 쌓는 것을 목적으로 쿠버네...,http://woowabros.github.io/experience/2018/03/13/k8s-test.html,0,woowabros,,http://woowabros.github.io/img/2018-03-13/k8s-cluster-constructer.png,2018-03-13,0
안정된 의존관계 원칙과 안정된 추상화 원칙에 대하여,"Robert C. Martin의 Agile Software Development - Principles, Patterns, and Practices 에서 SDP, SAP 를 정리해보았습니다.이 글은 기본적으로는 Java와 Spring Framework 기반(혹은 이와 유사한 계층형 방식)으로 개발하시는 개발자분들을 대상으로 합니다.개발을 하면서 어떨 때는 ...",http://woowabros.github.io/study/2018/03/05/sdp-sap.html,0,woowabros,"mysql,android,database,java,backend",,2018-03-05,0
Spock으로 테스트코드를 짜보자,Spock으로 테스트코드를 작성한 경험을 공유합니다.안녕하세요! 우아한형제들 배달의민족/배민라이더스 주문시스템 팀 정용준입니다.여러분은 어떻게 테스트 코드를 작성하고 계신가요? 일정 지키기도 힘든데 무슨 테스트코드냐 하시는 분들도 계신가요? 저도 아직 테스트코드를 작성하는 것이 습관화되어 있지 않고 익숙하지 않습니다. TDD는 먼 나라 이야기이고 무엇을 어...,http://woowabros.github.io/study/2018/03/01/spock-test.html,0,woowabros,"javascript,android,java,spring",,2018-03-01,0
MySQL에서 a = a 가 true로 평가된다?,"DB 알못의 어떤 리서치안녕하세요 기계인간 이종립입니다. FC플랫폼개발팀에서 배민찬 백엔드를 개발하고 있습니다.DB알못인 저는 업무 중에 우연히 MySQL에서 a = a 의 결과가 1로 나오는 이상한 현상을 발견하게 되었습니다.특수한 조건에서만 발생하는 버그일까요?또는 버그가 아닌데 내가 잘못 생각하고 있는 것인지, 다른 DB에서도 같은 일이 일어나는지 궁...",http://woowabros.github.io/study/2018/02/26/mysql-char-comparison.html,0,woowabros,"android,java,javascript,spring,php,docker",http://woowabros.github.io/img/2018-02-26/mysql.jpg,2018-02-26,0
AWS에서 네트워크 공격 자동차단 하기,"최근 Public cloud 시장이 활성화 되면서 많은 기업들이 Cloud 도입을 시작하고 있으며, 한국의 경우 대표적으로 Amazon Web Service(AWS)를 사용하고 있다. 그리고 한국의 Seoul region(ap-northeast2)은 2017년 12월 기준으로 AWS Global 매출 TOP 5에 포함된 만큼 폭팔적으로 사용량이 늘어나고 있...",http://woowabros.github.io/security/2018/02/23/aws-auto-security1.html,0,woowabros,,,2018-02-23,0
내 안의 가짜를 부수고 진짜 사용자를 만나는 방법,"9월 11일, 공식적으로 배민프레시는 배민찬으로 브랜드명을 바꿨습니다. 신선 커머스에서 반찬 플랫폼으로 변화를 시작합니다...그리고 서비스를 만드는 사람으로서 많은 고민이 시작됐습니다.다른 동료들과 배민찬, 서비스에 대해 깊은 이야기를 나누고 싶었습니다.그러나 업무 중 남는 시간을 활용해 깊이 있는 이야기를 해야 하니 아쉬움이 많았습니다. 그리고 다른 분들...",http://woowabros.github.io/experience/2018/02/22/usability-testing-in-baeminchan.html,0,woowabros,,,2018-02-22,0
Presto 쿼리 실행계획 겉핥기,"우리는 여러 가지 이유로, 여러 가지 용도에 사용하기 위해 데이터를 조회합니다. 많은 경우 SQL기반의 데이터 처리 엔진에 SQL 을 사용해서 데이터를 조회하게 됩니다. 이 때, 기본적으로 문법에 맞춰서 데이터를 조회하면 데이터가 잘못 나올 일은 극히 드뭅니다. 하지만 간혹 생각과 다른 데이터가 나온다거나, 잘 돌아가는 지를 확인하고 싶은데 쿼리가 무거울 ...",http://woowabros.github.io/tools/2017/12/13/prestoquery.html,0,woowabros,"ruby,backend,mysql,matlab,android,database,angular,java,javascript,machinelearning,python,frontend,php,cuda,docker,sql",http://woowabros.github.io/img/2017-12-13/img1.JPG,2017-12-13,0
학습에 실패한 이야기,"프로그래머에게 지속적인 학습은 기본적으로 갖춰야 할 덕목 중 하나라고 생각합니다. 문제를 해결하는 방법들은 계속 발전하고 변해가며 하나를 배우면 오히려 배울 것이 늘어나는 경험을 항상 합니다. 당장 우아한형제들의 구성원을 봐도 직급이나 연차와 상관없이 아침, 점심시간을 아껴 공부하는 모습이 낯설지 않습니다.하지만 익혀야 할 것은 무수히 많고 시간은 한정되어...",http://woowabros.github.io/experience/2017/12/11/how-to-study.html,0,woowabros,,,2017-12-11,0
신선함으로 다가온 ES6 경험,이번에 FC플랫폼개발팀에서 진행하는 프로젝트에서 ES6를 이용하면서 기존에 혼재되어있는 자바스크립트 파일들을 모듈별로 나누게 되었습니다. 처음 ES6 를 접했을 때 기존에 써왔던 자바스크립트와는 조금 다른 형식에 당황하기도 했지만 (앗 이게 뭐지? 신선한데…?) 신기하기도 했습니다. import export const…… 유용해 보이면서도 재밌어 보이는데…...,http://woowabros.github.io/experience/2017/12/01/es6-experience.html,0,woowabros,"jquery,webpack,css,javascript,react,python,html,frontend",,2017-12-01,0
우린 Git-flow를 사용하고 있어요,"안녕하세요. 우아한형제들 배민프론트개발팀에서 안드로이드 앱 개발을 하고 있는 나동호입니다. 오늘은 저희 안드로이드 파트에서 사용하고 있는 Git 브랜치 전략을 소개하려고 합니다. ‘배달의민족 안드로이드 모바일 파트에서 이렇게 브랜치를 관리하고 있구나’ 정도로 봐주시면 좋을 것 같습니다. 2016년 1월, Github로 소스코드를 이전하면서 Github-fl...",http://woowabros.github.io/experience/2017/10/30/baemin-mobile-git-branch-strategy.html,0,woowabros,,,2017-10-30,0
코딩테스트 연기 건 사과 드립니다.,"10월 21일 오후 2시에 진행 예정이었던, 신입공채 1차 코딩테스트가 원활하게 진행되지 못하고 연기하게 된 점 사과 드립니다.우아한형제들은 코딩테스트를 위하여 Codility라는 서비스를 이용하고 있습니다. 이번 신입공채에 굉장히 많은 분들이 지원하셨는데, 이 분들이 동시에 테스트를 진행하게 되면서 Codility 서비스가 그 부하를 감당하지 못하는 일이...",http://woowabros.github.io/woowabros/2017/10/21/apologize.html,0,woowabros,,,2017-10-21,0
"자바 직렬화, 그것이 알고싶다. 실무편","자바의 직렬화 기술에 대한 대한 두 번째 이야기입니다. 실제 자바 직렬화를 실무에 적용해보면서 주의해야 할 부분에 대해 이야기해보려고합니다.자바 직렬화는 자바 개발자 입장에서는 상당히 쉽고 빠르게 사용할 수 있도록 만든 기술입니다.JSON 또는 CSV 등 형태의 포맷을 이용하면 직렬화 또는 역직렬화시에 특정 라이브러리를 도입해야 쉽게 개발이 가능하며, 구조...",http://woowabros.github.io/experience/2017/10/17/java-serialize2.html,0,woowabros,"json,python,php,xml,backend",,2017-10-17,0
"자바 직렬화, 그것이 알고싶다. 훑어보기편",자바의 직렬화 기술에 대한 대한 이야기입니다.  간단한 질문과 답변 형태로 자바 직렬화에 대한 간단한 설명과 직접 프로젝트를 진행하면서 겪은 경험에 대해 이야기해보려 합니다.자바 기본(primitive) 타입과 java.io.Serializable 인터페이스를 상속받은 객체는 직렬화 할 수 있는 기본 조건을 가집니다.자바 직렬화는 방법은 java.io.Ob...,http://woowabros.github.io/experience/2017/10/17/java-serialize.html,0,woowabros,"swift,android,jquery,css,web,java,json,react,javascript,python,tcp,html,frontend,php,xml,backend",http://woowabros.github.io/img/2017-10-05/java-serial-ex1.jpeg,2017-10-17,0
배민 앱 친구의 스프린트 이야기,"배달의민족 앱 개발자들은 주로 다음 과제와 관련된 메일을 받고 다음 앱 업데이트 준비를 시작합니다.여러분의 한 단위 앱 업데이트를 위한 과정은 어떻게 시작되시나요?  이터레이션이라고 부르기도 하고, 스프린트라고도 칭하는 용어들을 사용하고 계신가요 :-)배달의민족을 개발하는 팀에서는 스프린트라는 용어를 주로 사용하고 있습니다.(스크럼을 응용해서 개발 프로세스...",http://woowabros.github.io/woowabros/2017/10/17/baemin-mobile-sprint.html,0,woowabros,docker,,2017-10-17,0
데일리 미팅! 플래닝 포커! 회고!,"안녕하세요. 저는 우아한형제들 FC플랫폼개발팀에서 서버개발을 하고 있는 이경원입니다. 오늘은 글로 배운 애자일 방법론을 도입하고 진행했던 경험담을 기록하고자 합니다. 사실 저는 애자일 방법론에 대해서 잘 알지 못하고, 제가 도입을 시도한 것도 아닙니다. 단지 스크럼 이라는 책만 한번 봤을 뿐입니다. 글로 배운 것이죠.한때 애자일 방법론에 대한 환상이 있었는...",http://woowabros.github.io/woowabros/2017/09/14/scrum.html,0,woowabros,"android,java",,2017-09-14,0
실시간 서비스 경험기(배달운영시스템),들어가기 앞서 이 글은 신기술 사용기 또는 소개가 아닌 실시간 서비스 즉 배민라이더스 BROS 1.0 을 개발 하면서 겪어왔던 다소 특별한 개발 및 운영 경험기 입니다. BROS 2.0이 나온 상황에서 1.0을 이야기 하는 것이 다소 순서가 맞지 않지만 그 때 당시 경험기를 남겨놓지 못 한 것을 이번 기회에 남겨 보고자 합니다.BROS는 배민라이더스의 주문...,http://woowabros.github.io/woowabros/2017/09/12/realtime-service.html,0,woowabros,"javascript,nodejs,mongodb,database",,2017-09-12,0
우아한테크캠프: 좋은 개발자가 되고 싶다면,"안녕하세요, 지난 8월 31일을 끝으로 우아한테크캠프 - iOS 개발 인턴 과정을 마친 김다인입니다. 두 달동안 진행되었던 인턴십 프로그램을 통해 제가 무엇을 배웠고 경험할 수 있었는지를 공유해드리고자 합니다.우아한테크캠프는 좋은 개발자가 되기 위해서 필요한 실제적인 것들을 집중적으로 배우고 경험해 볼 수 있었던, 개발자 지망생들과 주니어 개발자들에게 있어...",http://woowabros.github.io/woowabros/2017/09/06/dain-techcamp.html,0,woowabros,"mysql,css,database,angular,javascript,objective-c,html,frontend,php,backend",,2017-09-06,0
"넌 강해졌다, 돌격해!","안녕하세요. 우아한 테크캠프 iOS 개발 인턴이었던 김준영입니다. 지난 8월 31일에 우아한 테크캠프를 마쳤습니다. 좋은 책을 다 읽은 것처럼 아쉬움과 기분좋은 여운이 남아있네요.테크캠프에서 배운 점이 학부에서의 몇년보다 많아서 꼽기 어렵습니다만, 그래도 그 중 몇 꼭지를 꼽아 우아한 테크캠프에서 무얼 경험했고 배웠는지를 공유하고자 합니다.배달의 민족을 필...",http://woowabros.github.io/woowabros/2017/09/05/juneyoung-techcamp.html,0,woowabros,"swift,jquery,webpack,css,android,angular,javascript,react,objective-c,html,frontend",,2017-09-05,0
우아한테크캠프 - 8월의 일기,"유난히도 더웠던 8월. 7월에 배운 교육 과정을 바탕으로 참가자 분들이 스스로 프로젝트를 기획하고 개발하는 실습 과정을 가졌습니다. 이번 프로젝트는 나 혼자 개발이 아닌 함께 하는 개발의 의미를 찾는 과정으로 그 동안 경험하지 못했던 협업을 통해 서로 부딪히고, 조율하고, 부족한 부분을 채워가는 시간이었습니다.기획서 작성을 시작으로 8월 프로젝트의 첫 단추...",http://woowabros.github.io/woowabros/2017/09/04/woowa-techcamp2.html,0,woowabros,"vue,jquery,android,css,angular,react,javascript,frontend",,2017-09-04,0
