title,content,url,cnt,source,keyword,image,createdAt,priority
카카오 신입 공채 1차 코딩 테스트 문제 해설,"‘블라인드’ 전형으로 실시되어 시작부터 엄청난 화제를 몰고 온 카카오 개발 신입 공채. 그 첫 번째 관문인 1차 코딩 테스트가 지난 9월 16일(토) 오후 2시부터 7시까지 장장 5시간 동안 온라인으로 치러졌습니다. 지원자들의 개발 능력을 잘 검증하기 위해 출제 위원들이 한 땀 한 땀 독창적이고 다양한 문제들을 만들어 냈고 문제에 이상은 없는지, 테스트케이...",http://tech.kakao.com/2017/09/27/kakao-blind-recruitment-round-1/,0,kakao,"typescript,android,css,java,python,html,frontend",http://t1.kakaocdn.net/welcome2018/secret8.png,2017-09-27,0
kakao의 오픈소스 Ep8 - hbase-packet-inspector,이번에 카카오에서 오픈소스로 공개한 hbase-packet-inspector (이하 HPI) 는 HBase 리젼서버의 네트워크 패킷을 분석해 요청과 응답 정보를 추출하는 툴입니다. 기존의 모니터링 툴을 통해서는 알 수 없었던 보다 상세한 정보들을 확인할 수 있습니다.먼저 왜 이런 툴이 필요했는지 이야기해봐야 할 것 같습니다.카카오와 다음의 많은 서비스들은 ...,http://tech.kakao.com/2017/09/22/opensource-8-hbase-packet-inspector/,0,kakao,"swift,tcp,python,backend",http://tech.kakao.com/files/hpi-cloudera-manager.png,2017-09-22,0
카카오 코드 페스티벌 본선 이야기,"지난 9월 9일 토요일, 카카오 코드 페스티벌의 오프라인 본선이 진행됐습니다. 예선에서의 엄청난 경쟁률을 뚫고 당당히 본선에 진출한 100여명의 실력자들이 함께 했는데요. 합병 후 카카오의 첫 개발자 행사인 만큼, 처음이라는 설렘을 담아 구석구석 정성스러움을 가득 담아 대회를 준비했습니다.▶ 행사 후기가 궁금하시다면?코드 페스티벌의 핵심인 문제도 정말 열심...",http://tech.kakao.com/2017/09/14/code-festival-round-2/,0,kakao,"backend,json",http://tech.kakao.com/files/code-festival-round-2-con.png,2017-09-14,0
Parallel Programming and Applicative in Scala,Monolithic 아키텍쳐로 개발시에는 일반적으로 하나의 저장소만 고려해야 하는 경우가 많았습니다.Monolithic 아키텍쳐를 사용하면 편리한점이 많습니다. 코드가 한곳에 모여 있고 데이터가 한곳에 집중이 되어 있다는 것입니다. 일반적인 정규화 된 테이블에서 상품과 관련된 정보를 가져온다고 가정해보겠습니다. 데이터는 여러개의 테이블로 쪼개져 있기 때문에...,http://tech.kakao.com/2017/09/02/parallel-programming-and-applicative-in-scala/,0,kakao,"mysql,android,database,java,react,golang,python,go,frontend,php,docker,backend",http://i.imgur.com/zMjBCRx.jpg,2017-09-02,0
카카오 블라인드 신입 개발자 공채를 실시합니다!,"2014년 합병 이후, 카카오의 첫 신입 개발자 공채가 시작됩니다.학력, 전공무관! 웹, 모바일 서비스에 열정이 있다면 누구나 지원 가능한 카카오의 첫 ‘블라인드 신입 개발자 공채’!▶모집 분야 : 웹/모바일/서버개발 ▶접수 기간 : 8월 28일 (월) 15:00 ~ 9월 14일 (목) 15:00 ▶선발 인원 : OO명 ▶지원 접수 : www.welcome...",http://tech.kakao.com/2017/08/30/employment/,0,kakao,,http://tech.kakao.com/files/employment.jpg,2017-08-30,0
카카오 코드 페스티벌 예선전 이야기,"지난 8월 5일 토요일, 카카오 코드 페스티벌의 온라인 예선이 개최되었습니다. 합병 후 카카오라는 이름으로 처음 열리는 개발자 행사인 만큼, 여러 카카오 크루들이 긴장되지만 신나는 마음으로 대회를 준비했습니다.이번 예선전에는 총 6개의 문제가 출제되었습니다. 다양한 난이도의 문제를 출제하여 최대한 많은 참가자들이 즐길 수 있도록 하는 데 초점을 맞췄습니다....",http://tech.kakao.com/2017/08/11/code-festival-round-1/,0,kakao,python,http://tech.kakao.com/files/code-festival-round-1-oneway.png,2017-08-11,0
kakao의 오픈소스 Ep7 - CMUX: CLI에 날개를 달자!,“카카오의 오픈소스를 소개합니다” 일곱 번째는 jon.kwon과 동료들이 개발한 CMUX입니다.CMUX는 Cloudera Manager 기반의 하둡 클러스터를 관리하는데 필요한 대화형 커맨드라인 인터페이스 도구들을 제공합니다.CMUX의 아이디어를 참고해 보세요. 여러분의 커맨드라인에 날개를 달 수 있을 것입니다.수천 대의 하둡 클러스터의 정보를 빠르게 검색...,http://tech.kakao.com/2017/07/12/opensource-7-cmux/,0,kakao,"angular,javascript,python,frontend,docker",http://api-metakage-4misc.kakao.com/dn/hadoopeng/cmux/cmux_list-hosts.gif,2017-07-12,0
"오픈소스 간단 리뷰 - nomad : 가벼운 스케쥴러, 강력한 성능","서비스 스케줄러는 클러스터 내의 컴퓨팅 리소스를 관리하고 사용자 애플리케이션을 어느 호스트에서 서비스할지 결정하는 시스템 소프트웨어입니다. 컨테이너 스케줄러로는 kubernetes나 docker swarm등이 있으며, 하둡 스케줄러로는 YARN이 많이 사용됩니다.이 글에서는 이러한 스케줄러 중 하나인 nomad를 소개합니다. nomad는 vagrant, c...",http://tech.kakao.com/2017/01/25/nomad/,0,kakao,"ruby,docker",http://tech.kakao.com/files/nomad_consul_service.png,2017-01-25,0
대규모 분산 스토리지(Kage)의 발전과정,"대부분의 초기 스타트업은 컨텐츠를 저장할 저장소에 대한 별다른 고민을 하지 않습니다. 여유가 있다면 NAS 장비를 구매해서 사용하고, 아니라면 NFS와 RAID를 구성해서 사용하게 됩니다. 하지만 서비스가 점점 커짐에 따라 하루 동안 저장되는 컨텐츠의 용량이 커지고, 네트워크 트래픽과 디스크 I/O가 증가하면서 NFS, NAS로는 유지가 불가능한 상황에 처...",http://tech.kakao.com/2017/01/12/kage/,0,kakao,,http://tech.kakao.com/files/kage-google-server.jpg,2017-01-12,0
RxJS - Daum영화에 적용하다,"2016년 개편된 Daum영화 프론트엔드 개발에는 ReactiveX의 JavaScript 라이브러리 RxJS 4를 사용했습니다. ReactiveX는 ReactiveX Introduction에서 callback의 문제점에 도움을 주는 것으로 소개가 되어 있습니다. 웹에서는 Angular 2에 RxJS 5가 쓰이며 관심을 받았고, Android app개발에서도...",http://tech.kakao.com/2017/01/09/daummovie-rxjs/,0,kakao,"typescript,vue,jquery,android,webpack,css,kotlin,angular,javascript,react,angularjs,rxandroid,html,frontend",http://reactivex.io/assets/operators/legend.png,2017-01-09,0
kakao의 오픈소스 Ep6 - Cite,“카카오의 오픈소스를 소개합니다” 여섯번째는 niko.bellic이 개발한 Cite입니다.Cite는 Container as a Service(CaaS)로서 소스코드를 빌드하고 배포하며 운영하는 일련의 과정을 자동화하는 웹 서비스입니다.Cite는 google kubernetes기반 CaaS(Container as a Service)입니다.Kubernetes는...,http://tech.kakao.com/2016/12/26/opensource-6-cite/,0,kakao,docker,http://tech.kakao.com/files/cite-google-trends-container_orchestrators.png,2016-12-26,0
카카오의 전사 리소스 모니터링 시스템 - KEMI(Kakao Event Metering & monItoring),"KEMI(Kakao Event Metering & monItoring)는 카카오의 전사 리소스 모니터링 시스템 입니다. 서버, 컨테이너와 같은 리소스의 메트릭 데이터를 수집해서 보여주고 설정한 임계치에 따라 알림을 보내주는 KEMI-STATS과 ETL을 통해 수집한 log를 대시보드 형태로 보여주거나 실시간 알림을 할 수 있는 KEMI-LOG로 구성되어 있...",http://tech.kakao.com/2016/08/25/kemi/,0,kakao,,http://tech.kakao.com/files/kemi-stats.jpg,2016-08-25,0
CODING BATTLE 가위바위보! - 못다한 이야기,"지난 8월 13일(토)부터 이틀간 코엑스 그랜드에서 열렸던 PyCon 2016 APAC에서  카카오 부스를 지켰던 iolo.fitzowen 입니다.키스톤 스폰서 자격으로 행사장에서 가장 큰 부스를 운영하게되었는데, 거대한 부스를 어떻게 활용할 것인가를 오랫동안 고민했습니다.부스 이벤트로 코딩 퀴즈를 하기로 하고 사내 그룹웨어인 아지트를 통해 문제를 추천 받...",http://tech.kakao.com/2016/08/19/gawibawibo/,0,kakao,"cuda,machinelearning,python",http://tech.kakao.com/files/gawibawibo-booth.png,2016-08-19,0
개발자를 위한 SSD (Coding for SSD) - Part 6 : A Summary – What every programmer should know about solid-state drives,"이번 챕터에서는 지금까지 언급했던 내용들을 간략히 요약해서 정리해 보았다. 조금 더 상세한 내용을 쉽게 찾아갈 수 있도록, 각 내용들은 다른 파티의 한두개 이상의 섹션을 나열해 두었다.SSD (Solid state drive)는 플래시 메모리를 기반으로 하는 저장 장치이이다. 각 비트들은 셀에 저장되는데, SSD의 셀은 1 비트(SLC), 2 비트(MLC)...",http://tech.kakao.com/2016/07/18/coding-for-ssd-part-6/,0,kakao,"ruby,android,java,javascript,tensorflow,python,machinelearning,caffe,frontend",,2016-07-18,0
개발자를 위한 SSD (Coding for SSD) - Part 5 : 접근 방법과 시스템 최적화,"지금까지 SSD 드라이브의 내부적인 작동 방식에 대해서 살펴 보았다. 또한 SSD를 접근할 때 어떤 방식이 사용되어야 하며, 그리고 그 접근 방법이 다른 방법보다 왜 나은지 등의 이해를 돕는 자료들도 제공했다. 이번 챕터에서는 읽기와 쓰기는 어떻게 처리되어야 하는지, 그리고 읽고 쓰기가 동시에 발생할 때 서로 어떤 간섭 효과를 내게 되는지를 살펴보도록 하겠...",http://tech.kakao.com/2016/07/17/coding-for-ssd-part-5/,0,kakao,"tensorflow,python,machinelearning,caffe",http://tech.kakao.com/files/coding_for_ssd_part5_1.jpg,2016-07-17,0
개발자를 위한 SSD (Coding for SSD) - Part 4 : 고급 기능과 내부 병렬 처리,이번 챕터에서는 SSD의 주요 기능인 TRIM과 Over-provisioning에 대해서 간단히 살펴보도록 하겠다. 또한 SSD의 내부 병렬 처리와 클러스터링 블록에 대해서도 같이 살펴보도록 하겠다.용응 프로그램이 SSD의 모든 논리 블록 주소에 파일을 기록했다고 가정해보자. 그러면 SSD는 풀(full)로 사용되었다고 생각될 수 있다. 이제 이 모든 파일...,http://tech.kakao.com/2016/07/16/coding-for-ssd-part-4/,0,kakao,"tensorflow,python,machinelearning,caffe",http://tech.kakao.com/files/coding_for_ssd_part4_1.jpg,2016-07-16,0
개발자를 위한 SSD (Coding for SSD) - Part 3 : 페이지 & 블록 & FTL(Flash Translation Layer),"이번 챕터에서는 데이터 쓰기가 Block과 Page 레벨에서 어떻게 처리되는지, 그리고 쓰기 시에 발생하는 “Write Amplication”과 “Wear Leveling”의 기본적인 개념을 살펴보도록 하겠다. 추가로 FTL(Flash Translation Layer)이 무엇인지, 그리고 FTL의 2가지 목적인 논리적 블록 맵핑(Logical Block M...",http://tech.kakao.com/2016/07/15/coding-for-ssd-part-3/,0,kakao,"tensorflow,python,machinelearning,bitcoin,caffe,blockchain",http://tech.kakao.com/files/coding_for_ssd_part3_1.jpg,2016-07-15,0
개발자를 위한 SSD (Coding for SSD) - Part 2 : SSD의 아키텍처와 벤치마킹,"이 챕터에서는 NAND 플래시 메모리의 기본적인 내용과 셀 타입 그리고 SSD의 기본적인 내부 아키텍처에 대해서 살펴보고, 추가로 SSD의 벤치마킹 방법과 벤치마킹 결과를 해석하는 부분도 살펴보도록 하겠다.SSD(Solid-State Drive)는 플래시 메모리를 기반으로한 저장 매체이다. 비트들은 Floating-Gate 트랜지스터로 구성된 셀에 저장된다...",http://tech.kakao.com/2016/07/14/coding-for-ssd-part-2/,0,kakao,"tensorflow,python,machinelearning,caffe",http://tech.kakao.com/files/coding_for_ssd_part2_1.jpg,2016-07-14,0
개발자를 위한 SSD (Coding for SSD) - Part 1 : 목차,"현재 개발중인 Key/Value Store가 SSD를 최적으로 사용하도록 하기 위해서는 SSD의 내부적인 특성이나 작동 방식에 대해서 정확한 이해가 필요했다. 인터넷에는 이미 많은 SSD 관련 자료들이 있지만, 대 부분은 부족하거나 잘못된 정보들이 많으며, 제대로 정리된 문서를 찾기는 쉽지 않았다. 결국 내 프로그램이 SSD를 최적으로 사용하도록 하기 위해...",http://tech.kakao.com/2016/07/13/coding-for-ssd-part-1/,0,kakao,"ruby,tensorflow,python,machinelearning,caffe",,2016-07-13,0
kakao 기술 블로그가 GitHub Pages로 간 까닭은,"kakao 기술 블로그는 올해 초 Ghost 블로깅 플랫폼을 사용해서 오픈했으나, 최근 GitHub Pages와 Jekyll으로 바뀌었습니다. 이 글에서는 kakao 기술 블로그를 GitHub Pages로 옮기면서 Jekyll에 위해 추가한 기능들 - 태그별 포스트 목록 페이지, 작성자별 포스트 목록 페이지, 사이트맵 - 을 소개합니다. 오픈 초기에는 ka...",http://tech.kakao.com/2016/07/07/tech-blog-story/,0,kakao,,http://item.kakaocdn.net/do/-26p06+UqCd0OAgiRHNZwHaq4FJCveCBKCNZV-bZscw_/89caada5a1ddde2795b892cae089b4da1667fc7b08261b4c493670baa83d5cb9,2016-07-07,0
ADT 활용 예제1: MySQL Shard 데이터 재분배,"카카오의 많은 서비스들이 데이터베이스로써 MySQL을 사용합니다. 그리고 서비스 규모가 커지면 대용량 분산을 위해 샤딩을 합니다.카카오에서 많이 사용하는 샤딩 방법으로 크게 두 가지 방식이 있습니다.그러나 두 방법 모두 한계가 있습니다.특정 ID값을 기준으로, ID 범위에 따라 샤드를 나누는 방식입니다. ID값이 증가하는 추이를 보고서 새로운 샤드 추가가 ...",http://tech.kakao.com/2016/07/01/adt-mysql-shard-rebalancing/,0,kakao,"backend,mysql,android,mongodb,database,java,javascript,python,spring,animation,php,frontend,docker,sql",http://tech.kakao.com/files/adt-range-shard.png,2016-07-01,0
kakao의 오픈소스 Ep5 - Almighty Data Transmitter,"“카카오의 오픈소스를 소개합니다” 다섯번째는 gordon.hahn과 동료들이 개발한 ADT - Almighty Data Trasmitter입니다.ADT는 샤드 구성이나 사딩 규칙이 바뀔 때 샤드를 재분배하는 용도로 만들기 시작했지만, MySQL에서 데이터를 수집하여 다른 MySQL로 데이터를 전송하는 - CDC와 ETL이 결합된 - 만능 데이터 전송 도구로...",http://tech.kakao.com/2016/06/27/opensource-5-adt/,0,kakao,"android,java,javascript,spring,php,docker",http://item-kr.talk.kakao.co.kr/do/-26p06+UqCd0OAgiRHNZwPf1+nqjcFZi42Z3wogPJ3I_/70d666e5313db413b3539edc1d0fc1ea1667fc7b08261b4c493670baa83d5cb9,2016-06-27,0
Asynchronous Programming and Monad Transformers in Scala,자바와 스프링으로 웹서버를 개발하고 있다면 아래와 같이 HTTP 프로그래밍을 했을것이라 생각이 됩니다.익숙한 이상할것이 없는 동기화 프로그래밍 코드입니다.동기화 방식은 아래와 같은 장점을 가지고 있습니다.하지만 동기화 방식으로 개발하고 운영하다 보면 thead pool hell이라 불리는 아래와 같은 현상을 자주 마주하게 됩니다. 이미지 출처:  The p...,http://tech.kakao.com/2016/05/04/asynchronous-programming-and-monad-transformers-in-scala/,0,kakao,"android,java,javascript,python,frontend",http://image.slidesharecdn.com/theplayframeworkatlinkedin-final-130604033451-phpapp01/95/the-play-framework-at-linkedin-8-638.jpg,2016-05-04,0
루빅스(RUBICS) - kakao의 실시간 추천 시스템,"루빅스는 실시간으로 사용자 반응을 분석하여 콘텐츠를 추천하는 카카오의 추천 시스템입니다. 2015년 5월에 다음 포털 뉴스 서비스의 일부 사용자를 대상으로 뉴스 기사를 추천하기 시작했고, 한달 뒤인 6월부터 전체 사용자에게 확대 적용했습니다. 현재는 다음 뉴스 뿐 아니라 카카오톡 채널 등 다양한 콘텐츠 서비스에서 루빅스의 추천 서비스를 사용하고 있습니다. ...",http://tech.kakao.com/2016/04/27/rubics/,0,kakao,"mysql,android,mongodb,database,java,javascript,python,scala,frontend,docker,backend",http://item-kr.talk.kakao.co.kr/do/-26p06+UqCd0OAgiRHNZwHaq4FJCveCBKCNZV-bZscw_/11f376bedaf54f2b8de00c98976617711667fc7b08261b4c493670baa83d5cb9,2016-04-27,0
Weekly Links #2 - 2016년 4월 넷째주,"Weekly Links에서는 지난 한 주, 카카오의 기술 블로그 담당자가 구독하는 기술 뉴스레터들에서 “인간의 눈”으로 선별한 링크들을 짧은 코멘트와 함께 공유합니다.포함된 뉴스레터 목록은 awesome-tech-newsletters에서 확인하실 수 있습니다.V8엔진을 5.0으로 업데이트해서 ES6 문법의 93%를 지원한다는 군요. v5와 v6로의 변경사항...",http://tech.kakao.com/2016/04/27/weekly-links-2/,0,kakao,"vue,android,css,java,angular,react,javascript,objective-c,python,frontend,reactjs",http://item-kr.talk.kakao.co.kr/do/-26p06+UqCd0OAgiRHNZwHaq4FJCveCBKCNZV-bZscw_/89caada5a1ddde2795b892cae089b4da1667fc7b08261b4c493670baa83d5cb9,2016-04-27,0
CLOSE_WAIT & TIME_WAIT 최종 분석,"트래픽이 많은 웹 서비스를 운영하다보면 CPU는 여유가 있지만 웹서버가 응답을 제대로 처리하지 못하고 먹통이 되는 경우를 종종 보게 됩니다. 여러가지 이유가 있겠지만, 이 글에서는 가장 대표적인 경우인 CLOSE_WAIT 상태를 재현하고 원인과 문제점 그리고 해결책을 알아봅니다. 나아가 TIME_WAIT의 동작 과정을 직접 만든 예제와 리눅스 커널 소스를 ...",http://tech.kakao.com/2016/04/21/closewait-timewait/,0,kakao,"android,machinelearning,python,tcp,cuda,backend",https://farm1.staticflickr.com/440/18338404268_f693b065d4_o.png,2016-04-21,0
모빌(MoBiL) - kakao의 모바일앱 CI/CD 플랫폼,"하나의 모바일 앱이 마켓에 출시되기까지는 수많은 빌드와 배포 과정을 거치게 됩니다. 더 자주, 더 빠르게, 더 높은 품질의 서비스를 출시하기 위해서는 효율적인 빌드와 배포는 필수적입니다. 카카오에는 모바일 앱을 지속적으로 통합(Continuous Integration)하고 지속적으로 배포(Continuous Delivery)하기 위해 자체 개발한 플랫폼 모...",http://tech.kakao.com/2016/04/21/mobil/,0,kakao,"android,frontend,bootstrap,docker",http://item-kr.talk.kakao.co.kr/do/-26p06+UqCd0OAgiRHNZwPf1+nqjcFZi42Z3wogPJ3I_/752b8a09c3ac828d2517c80a638ec4621667fc7b08261b4c493670baa83d5cb9,2016-04-21,0
MySQL InnoDB의 Adaptive Hash Index 활용,"MySQL의 InnoDB에는 Adaptive Hash Index 기능이 있는데, 어떤 상황에서 효과가 있고 사용 시 반드시 주의를 해야할 점에 대해서 정리하도록 하겠습니다.MySQL의 InnoDB의 대표적인 인덱스는 B-Tree입니다.  데이터는 Primary Key 순으로 정렬되어 관리되고, Secondrary Key는 인덱스키+PK를 조합으로 정렬이 되...",http://tech.kakao.com/2016/04/07/innodb-adaptive-hash-index/,0,kakao,"ruby,mysql,android,database,java,javascript,spring,php,docker,backend",http://tech.kakao.com/files/mysql-btree-index.png,2016-04-07,0
Weekly Links #1 - 2016년 4월 첫째주,"Weekly Links에서는 지난 한 주, 카카오의 기술 블로그 담당자가 구독하는 기술 뉴스레터들에서 “인간의 눈”으로 선별한 링크들을 짧은 코멘트와 함께 공유합니다.포함된 뉴스레터 목록은 awesome-tech-newsletters에서 확인하실 수 있습니다. 개인적으로 이번 주에 가장 눈에 띄는 소식은 아무래도 npm게이트(a.k.a. leftpad 게이...",http://tech.kakao.com/2016/04/07/weekly-links-1/,0,kakao,,http://item-kr.talk.kakao.co.kr/do/2FPpx81E0V62RDSr-GVgQXaq4FJCveCBKCNZV-bZscw_/9e7a61ac86c673b1e6a5bbe2cde7ff791667fc7b08261b4c493670baa83d5cb9,2016-04-07,0
